I,m,w,(init) 1,2,3,4,5,6,7,(c) 1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,(d) 1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,(u) 1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,(rer) 1,2,3,4,5,6,7,(ier) 1,2,3,4,5,6,7
1,8000,180,1,0,0,0,0,0,0,0,1660,8260,15675.71429,17204.04762,1087.498502,24200,80,0,8260,15675.71429,17204.04762,1087.498502,24200,80,1660,0,15675.71429,17204.04762,1087.498502,24200,120,1660,8260,0,17204.04762,1087.498502,24200,180,1660,8260,15675.71429,0,1087.498502,24200,0,1660,8260,15675.71429,17204.04762,0,24200,0,1660,8260,15675.71429,17204.04762,1087.498502,0,0,1660,8260,15240,16693,160000,25000,80,0,8260,15240,16693,160000,25000,80,1660,0,15240,16693,160000,25000,120,1660,8260,0,16693,160000,25000,180,1660,8260,15240,0,160000,25000,0,1660,8260,15240,16693,0,25000,0,1660,8260,15240,16693,160000,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0602,0.79515,0.5301,0.15903,0.15903,0.0142,0.0142,2.9201,2.190075,1.46005,0.438015,0.438015,0.9237,0.9237
2,8000,180,1,0,0,0,0,0,0,0,1660,8260,15675.71429,17204.04762,1230.405557,24200,80,0,8260,15675.71429,17204.04762,1230.405557,24200,80,1660,0,15675.71429,17204.04762,1230.405557,24200,120,1660,8260,0,17204.04762,1230.405557,24200,180,1660,8260,15675.71429,0,1230.405557,24200,0,1660,8260,15675.71429,17204.04762,0,24200,0,1660,8260,15675.71429,17204.04762,1230.405557,0,0,1660,8260,15240,16693,160000,25000,80,0,8260,15240,16693,160000,25000,80,1660,0,15240,16693,160000,25000,120,1660,8260,0,16693,160000,25000,180,1660,8260,15240,0,160000,25000,0,1660,8260,15240,16693,0,25000,0,1660,8260,15240,16693,160000,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5656,0.4242,0.2828,0.08484,0.08484,0.0142,0.0142,1.7112,1.2834,0.8556,0.25668,0.25668,0.9237,0.9237
3,8000,180,1,0,0,0,0,0,0,0,1660,8260,15675.71429,17204.04762,1404.952628,24200,80,0,8260,15675.71429,17204.04762,1404.952628,24200,80,1660,0,15675.71429,17204.04762,1404.952628,24200,120,1660,8260,0,17204.04762,1404.952628,24200,180,1660,8260,15675.71429,0,1404.952628,24200,0,1660,8260,15675.71429,17204.04762,0,24200,0,1660,8260,15675.71429,17204.04762,1404.952628,0,0,1660,8260,15240,16693,160000,25000,80,0,8260,15240,16693,160000,25000,80,1660,0,15240,16693,160000,25000,120,1660,8260,0,16693,160000,25000,180,1660,8260,15240,0,160000,25000,0,1660,8260,15240,16693,0,25000,0,1660,8260,15240,16693,160000,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5607,0.420525,0.28035,0.084105,0.084105,0.0142,0.0142,1.7112,1.2834,0.8556,0.25668,0.25668,0.9237,0.9237
4,8000,180,1,0,0,0,0,0,0,0,1660,8260,15675.71429,17204.04762,1618.144902,24200,80,0,8260,15675.71429,17204.04762,1618.144902,24200,80,1660,0,15675.71429,17204.04762,1618.144902,24200,120,1660,8260,0,17204.04762,1618.144902,24200,180,1660,8260,15675.71429,0,1618.144902,24200,0,1660,8260,15675.71429,17204.04762,0,24200,0,1660,8260,15675.71429,17204.04762,1618.144902,0,0,1660,8260,15240,16693,160000,25000,80,0,8260,15240,16693,160000,25000,80,1660,0,15240,16693,160000,25000,120,1660,8260,0,16693,160000,25000,180,1660,8260,15240,0,160000,25000,0,1660,8260,15240,16693,0,25000,0,1660,8260,15240,16693,160000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5559,0.416925,0.27795,0.083385,0.083385,0.0142,0.0142,1.7112,1.2834,0.8556,0.25668,0.25668,0.9237,0.9237
5,8000,180,1,0,0,0,0,0,0,0,1660,8260,15675.71429,17204.04762,1878.538533,24200,80,0,8260,15675.71429,17204.04762,1878.538533,24200,80,1660,0,15675.71429,17204.04762,1878.538533,24200,120,1660,8260,0,17204.04762,1878.538533,24200,180,1660,8260,15675.71429,0,1878.538533,24200,0,1660,8260,15675.71429,17204.04762,0,24200,0,1660,8260,15675.71429,17204.04762,1878.538533,0,0,1660,8260,15240,16693,160000,25000,80,0,8260,15240,16693,160000,25000,80,1660,0,15240,16693,160000,25000,120,1660,8260,0,16693,160000,25000,180,1660,8260,15240,0,160000,25000,0,1660,8260,15240,16693,0,25000,0,1660,8260,15240,16693,160000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1901,0.142575,0.09505,0.028515,0.028515,0.0142,0.0142,0.9237,0.692775,0.46185,0.138555,0.138555,0.9237,0.9237
6,8000,180,1,0,0,0,0,0,0,0,1660,8260,15675.71429,17204.04762,2196.584033,24200,80,0,8260,15675.71429,17204.04762,2196.584033,24200,80,1660,0,15675.71429,17204.04762,2196.584033,24200,120,1660,8260,0,17204.04762,2196.584033,24200,180,1660,8260,15675.71429,0,2196.584033,24200,0,1660,8260,15675.71429,17204.04762,0,24200,0,1660,8260,15675.71429,17204.04762,2196.584033,0,0,1660,8260,15240,16693,160000,25000,80,0,8260,15240,16693,160000,25000,80,1660,0,15240,16693,160000,25000,120,1660,8260,0,16693,160000,25000,180,1660,8260,15240,0,160000,25000,0,1660,8260,15240,16693,0,25000,0,1660,8260,15240,16693,160000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1887,0.141525,0.09435,0.028305,0.028305,0.0142,0.0142,0.9237,0.692775,0.46185,0.138555,0.138555,0.9237,0.9237
7,8000,180,1,0,0,0,0,0,0,0,1660,8260,15675.71429,17204.04762,2585.045683,24200,80,0,8260,15675.71429,17204.04762,2585.045683,24200,80,1660,0,15675.71429,17204.04762,2585.045683,24200,120,1660,8260,0,17204.04762,2585.045683,24200,180,1660,8260,15675.71429,0,2585.045683,24200,0,1660,8260,15675.71429,17204.04762,0,24200,0,1660,8260,15675.71429,17204.04762,2585.045683,0,0,1660,8260,15240,16693,160000,25000,80,0,8260,15240,16693,160000,25000,80,1660,0,15240,16693,160000,25000,120,1660,8260,0,16693,160000,25000,180,1660,8260,15240,0,160000,25000,0,1660,8260,15240,16693,0,25000,0,1660,8260,15240,16693,160000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1872,0.1404,0.0936,0.02808,0.02808,0.0142,0.0142,0.9237,0.692775,0.46185,0.138555,0.138555,0.9237,0.9237
8,8000,180,1,0,0,0,0,0,0,0,1660,8260,15675.71429,17204.04762,3059.513815,24200,80,0,8260,15675.71429,17204.04762,3059.513815,24200,80,1660,0,15675.71429,17204.04762,3059.513815,24200,120,1660,8260,0,17204.04762,3059.513815,24200,180,1660,8260,15675.71429,0,3059.513815,24200,0,1660,8260,15675.71429,17204.04762,0,24200,0,1660,8260,15675.71429,17204.04762,3059.513815,0,0,1660,8260,15240,16693,160000,25000,80,0,8260,15240,16693,160000,25000,80,1660,0,15240,16693,160000,25000,120,1660,8260,0,16693,160000,25000,180,1660,8260,15240,0,160000,25000,0,1660,8260,15240,16693,0,25000,0,1660,8260,15240,16693,160000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1872,0.1404,0.0936,0.02808,0.02808,0.0142,0.0142,0.9237,0.692775,0.46185,0.138555,0.138555,0.9237,0.9237
9,16000,360,1,0,0,0,0,0,0,0,1660,8260,15947.82313,17476.15646,6552.853179,23400,80,0,8260,15947.82313,17476.15646,6552.853179,23400,80,1660,0,15947.82313,17476.15646,6552.853179,23400,120,1660,8260,0,17476.15646,6552.853179,23400,180,1660,8260,15947.82313,0,6552.853179,23400,0,1660,8260,15947.82313,17476.15646,0,23400,0,1660,8260,15947.82313,17476.15646,6552.853179,0,0,1660,8260,15240,16693,160000,25000,80,0,8260,15240,16693,160000,25000,80,1660,0,15240,16693,160000,25000,120,1660,8260,0,16693,160000,25000,180,1660,8260,15240,0,160000,25000,0,1660,8260,15240,16693,0,25000,0,1660,8260,15240,16693,160000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1872,0.1404,0.0936,0.02808,0.02808,0.0142,0.0142,0.9237,0.692775,0.46185,0.138555,0.138555,0.9237,0.9237
